title,description
Outpatient care: share of public healthcare provider low in A.P.,"With just 14.15%, it stands third from bottom, according to NSSO survey"
Oxfam report flags Assam tea for labour rights violation,"‘Consumers, supermarkets and brands should support State’s move to provide living wages to workers’"
Unknown disease haunts Rajulguda villagers,Death brings back into focus poor quality of drinking water in Adivasi habitation
BJP leader shot dead in Deoband,"Motive not clear, say police"
10 tuskers from Sakrebail camp kept in isolation,This is after one of them died of herpes virus in August
Odisha man regains senses on funeral pyre,Villagers had found ‘no sign of life’.
"Eradicate TB in State by 2025, says Governor",India is home to almost one-fourth of global TB cases
A dedicated team propels Kaval,"From police to Kudumbashree, everyone has a role to play"
Abu Azmi faces a stiff fight from Shiv Sena,Vitthal Lokare has a following among the Marathi population in Mankhurd
"Dutch king, queen to arrive in India on Sunday for state visit",Netherlands King Willem-Alexander and Queen Maxima will arrive here on Sunday for a five-day visit during which they will hold meetings with the top Indian leadership to boost bilateral economic and p
‘Custodial’ death sparks tension in U.P. town,"Pradeep Tomar (30), a resident of Lakhan village, was picked up by police for questioning in connection with a murder case"
No child in pre-school should be made to take written or oral test: NCERT,"According to NCERT, the purpose of evaluation at the pre-school stage is not to label a child as “pass” or “fail”"
Dispelling despair,"Children in conflict with law are gently guided to the mainstream, with mental and material support, under Kaval"
"After hitting rock bottom, a transformation","M.C. Raja College Boys Hostel has recently undergone a makeover, shedding its shady past"
When hostels turn hovels,"Not all is well with a system that leaves students cooped up in filthy quarters that pass off as hostels. The continuing abysmal state of hostels run by the Adi Dravidar and Tribal Welfare Department needs attention, and action, now"
Congo to start using Johnson & Johnson Ebola vaccine in November,"Since it first started in August 2018, the Ebola outbreak has killed more than 2,100 people"
"Alexei Leonov, the first human to walk in space, dies in Moscow","The Russian cosmonaut staked his place in space history on March 18, 1965, when he exited his Voskhod 2 space capsule"
YES Bank sells 6.56% stake in Fortis Health for Rs 645 cr,The shares were offloaded at an average price of Rs 130.27.
"Shiv Sena releases manifesto, no mention of Aarey","When asked about the Metro car shed project, Uddhav said, ""We stand by our decision to oppose the proposed car shed at Aarey Colony."""
Credit woes in India seen pressuring Modi to take more action,India may need to consider other demand and supply-side measures if it is to turn around the economy.
"Dutch king, queen to arrive in India for state visit","Dutch king, queen to arrive in India for state visitKing Willem-Alexander's trip would be his first state visit to India, following his ascension to the throne in 2013."
Sale-bound Alliance Air gets nod for foreign flights,Sale-bound Alliance Air gets nod for foreign flightsThe move has triggered speculation among Air India employees that government may continue in airline business by not selling Alliance Air.
"Base metals higher, bullion flat amid trade talks",Here are SMC Global’s commodity expectations for the day.
World Bank cuts India's growth projection to 6 per cent,"In 2018-19, the growth rate of the country stood at 6.9 per cent."
How oxygen levels affect cell metabolism,Will the discoveries that won the Nobel Prize for Medicine help in the fight against anaemia and cancer?
It is still an amber light for road safety,"In spite of the ambitious provisions in the amended Motor Vehicles law, safe road behaviour is still miles away"
‘Acceleration in decline of Maternal Mortality Ratio’,Health Ministry attributes success to launch of National Health Mission
National Medical Commission will ensure standardisation: Harsh Vardhan,"New Act will improve medical education, says Union Health Minister"
Batting for the humble soppu,GL Muralidhara has been advocating the consumption of native greens and has been promoting it for several years now
‘More health and wellness centres coming up’,"Union Minister Harsh Vardhan says funds for setting up 51,000 of them have been released"
Stigma stands in the way of accessing mental health care,Just 50% of patients utilise support offered under govt. schemes
Aadhaar-enabled biometric attendance system for Health Department staff,Work on installing equipment has begun; system likely to be in place from Nov. 1
Kovind advocates using both modern and traditional systems of medicine,"President says it will meet India’s health challenges, which are linked to socio-economic problems"
"Bigg Boss Tamil 3rd runner up Sherin says, “Somewhere in the middle I couldn’t differentiate between my dreams and reality.”","Sherin Shringar speaks to The Hindu about her naughty side, emotional health, Bigg Boss and Tharshan"
We can’t see the connection,"Losing ties with nature could be affecting your mental health more than you realise, writes Sunalini Mathew"
BEING HUMAN,"Social media page Humans of Kerala features extraordinary stories of people. It is now diversifying into mental health campaigns, with a workshop on Saturday"
Young and mindful,"Dr Sanju George, Professor of Psychiatry and Psychology, Rajagiri College of Social Sciences (Autonomous), Kalamassery will be hosting the Mental Health Workshop at Donut Factory, Panampilly Nagar on"
"Haryana Assembly polls: BJP releases manifesto, promises interest-free crop loan","The focus will also be on comprehensive healthcare, said BJP working president J.P. Nadda, adding that 2,000 health and wellness centres will be set up."
North body starts stress management clinic for staff,"To mark the World Mental Health Day, the North Delhi Municipal Corporation launched a free “stress management clinic and counselling centre” at its headquarters on Thursday.The facility will be availa"
Walkathon for a good cause,"Over 200 people took part in a walkathon from Tamukkam Ground to Gandhi Memorial Museum here on Thursday, to create awareness of mental health and suicide prevention.The rally, flagged off by City Hea"
Preventing the risk of suicide,"The World Mental Health Day-2019 on October 10 focussed on working together to prevent suicide. Devastated by her son’s suicide, N Mahalakshmi fights depression by volunteering at Aakaash Special School on the outskirts of Madurai where she takes care of 45 c…"
